site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,25,12,2015,2015,1322,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,19,1,2017,2016,1174,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,29,12,2016,2016,1145,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,26,1,2018,2017,973,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,6,1,2019,2018,953,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,1,2019,2018,1058,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,8,12,2018,2018,916,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,16,12,2010,2010,24,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,26,1,2016,2015,35,2,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,31,12,2015,2015,28,3,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,25,2,2018,2017,48,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,5,1,2019,2018,40,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,17,1,2019,2018,37,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,5,12,1978,1978,10504,2,nests,ground,"<strong>Croxall, J. P., D. M. Rootes, and R. A. Price, </strong><i> 1981</i>. Increases in penguin populations at Signy Island, South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.",None
North Point,NOPT,48.2,-45.626,-60.672,chinstrap penguin,6,12,1978,1978,7126,1,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,Unknown,Unknown,1996,1996,677,1,nests,ground,"<strong>Woehler, E. J., </strong><i> 2000</i>. Status and trends of Antarctic and Subantarctic penguins. supplement.",None
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,Unknown,Unknown,1997,1997,726,1,nests,ground,"<strong>Woehler, E. J., </strong><i> 2000</i>. Status and trends of Antarctic and Subantarctic penguins. supplement.",None
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,17,2,2011,2010,13719,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,22,11,2015,2015,6008,1,nests,ground,"<strong>Dunn, M.J., Jackson, J.A., Adlard, S., Lynnes, A.S., Briggs, D.R., Fox, D., C.M. Waluda. </strong><i> 2016</i>. Population size and decadal trends of three penguin species nesting at Signy island, South Orkney islands. PLoS ONE 11(10): e0164025.",None
North Point,NOPT,48.2,-45.626,-60.672,chinstrap penguin,16,12,2015,2015,2047,1,nests,ground,"<strong>Dunn, M.J., Jackson, J.A., Adlard, S., Lynnes, A.S., Briggs, D.R., Fox, D., C.M. Waluda. </strong><i> 2016</i>. Population size and decadal trends of three penguin species nesting at Signy island, South Orkney islands. PLoS ONE 11(10): e0164025.",None
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,23,11,2015,2015,1315,1,nests,ground,"<strong>Dunn, M.J., Jackson, J.A., Adlard, S., Lynnes, A.S., Briggs, D.R., Fox, D., C.M. Waluda. </strong><i> 2016</i>. Population size and decadal trends of three penguin species nesting at Signy island, South Orkney islands. PLoS ONE 11(10): e0164025.",None
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,Unknown,Unknown,1987,1987,100,1,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",Previously called 'Nameless Island'.
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,13,12,2010,2010,221,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,22,12,2013,2013,342,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,6,1,2019,2018,271,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,17,1,1984,1983,340,4,nests,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,26,1,1987,1986,860,3,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,7,1,1993,1992,521,1,nests,ground,"<strong>Aguirre, C. A. and J. M. Acero,</strong><i> 1995</i>. Distribution and abundance of birds in the Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23:129-134. ",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,Unknown,Unknown,1994,1994,420,2,nests,None,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,11,1995,1995,431,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,4,12,1996,1996,342,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,4,12,1997,1997,423,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,11,1998,1998,370,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,6,12,1998,1998,361,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,1,2000,1999,528,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,11,1999,1999,421,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,16,12,1999,1999,332,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,27,11,1999,1999,3,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,1,2001,2000,634,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,14,12,2000,2000,396,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,15,2,2002,2001,111,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,24,12,2001,2001,106,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,14,2,2003,2002,472,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,9,12,2002,2002,338,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,5,2,2006,2005,489,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,22,11,2005,2005,350,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,22,11,2005,2005,41,4,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,26,1,2007,2006,447,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,14,2,2007,2006,440,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,26,1,2007,2006,65,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,30,1,2008,2007,321,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,15,12,2007,2007,249,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,30,1,2008,2007,68,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,15,12,2007,2007,58,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,12,2,2009,2008,434,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,16,12,2008,2008,299,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,12,2,2009,2008,68,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,16,12,2008,2008,58,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,13,1,2010,2009,309,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,26,1,2010,2009,526,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,10,11,2009,2009,285,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,26,1,2010,2009,120,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,12,2010,2010,253,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,27,12,2010,2010,103,3,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,12,2012,2012,310,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,1,2013,2012,155,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,12,2012,2012,141,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,4,1,2014,2013,293,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,4,1,2014,2013,164,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,22,1,2015,2014,313,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,22,1,2015,2014,222,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,25,12,2015,2015,353,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,25,12,2015,2015,348,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,12,2016,2016,298,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,12,2016,2016,483,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,24,1,2018,2017,250,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,24,1,2018,2017,412,3,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
